Gender,Age Group,Educational Degree Level,Major,Most Active Platform,Account Type,Type of Content,Number of Posts Created,Avg Time Spent on Platform (min/day),Number of Likes Given,Number of Likes Received,Number of Comments Made,Number of Comments Received,Number of Shares,Number of Followers,Number of Accounts Followed,Engagement Rate (%),Income in USD,Number of Views,Amount Invested in Advertising (USD)
Other,<12,MD,Engineering,TikTok,Personal,Animation,105,130.2161417211727,203,257,46,59,28,1659.7399416406272,282.91640556597207,24.982321308611688,20707.287610108855,4899,1532.572371897687
Female,46-51,High School,Business,YouTube,Non-Profit,Travel,116,87.66381559115624,199,237,48,64,19,1959.48241423381,473.98795546634494,8.446416485287445,31269.304843674847,4807,2021.510448889583
Other,46-51,Bachelor,Business,YouTube,Influencer,Other,87,150.7222032529829,194,253,56,49,34,2069.3392145855996,219.5629735190092,82.0361348395825,23676.599499668173,4942,3552.8706305584337
Male,27-33,Bachelor,Science,Other,Other,Art-Drawing,104,82.26430703637999,201,252,52,69,27,2356.835112922363,360.9189331334876,77.15581578152863,26399.00223398183,4994,3364.646833993478
Female,51+,High School,Arts,Instagram,Non-Profit,Animation,103,87.72003972645624,205,245,45,72,25,1000.8243491932208,124.28759798345547,29.466712169147147,44963.33837827799,5058,3361.889253068697
Other,13-19,High School,Social Sciences,Twitter,Business,Other,98,121.65081253564395,200,280,58,61,26,1140.615817914461,234.77974969080083,9.013898512260932,29052.675040385035,4969,961.7670820402284
Female,46-51,None,Other,Twitter,Non-Profit,Travel,87,110.40420797563375,216,238,48,56,27,1208.9887349804724,317.94628186339474,20.643888447714776,3642.203153654071,5022,3579.642866745626
Male,34-38,Bachelor,Other,Facebook,Personal,Art-Drawing,99,143.88472198126348,185,269,46,70,33,1066.8568954728469,335.36200354695427,77.10565709064655,32080.344372930485,5072,1509.8901745703133
Female,51+,PhD,Arts,Facebook,Non-Profit,Animation,102,133.42058018010542,215,267,51,49,30,2160.8392671499496,506.74448838346405,96.47478149424266,57245.53218039336,5044,2746.234295548584
Female,<12,High School,Social Sciences,TikTok,Other,Art-Drawing,112,124.14604161212077,192,267,61,52,31,998.4007675484612,249.59491776855597,25.900207179449154,19500.018903692522,4937,2627.4979767191467
Female,<12,High School,Other,Instagram,Other,Art-Drawing,98,86.23398012083848,187,236,48,54,34,1310.3734220346291,359.4436342422841,81.82588010354492,53228.138582613494,5054,1859.0614984161077
Female,46-51,MD,Arts,Facebook,Non-Profit,Animation,109,120.79680314590206,189,253,46,58,26,684.2515220764366,356.6382648043001,22.79326573371544,39261.97230760721,4966,2214.2139159683284
Male,20-26,PhD,Other,Facebook,Other,Animation,82,118.4246559263575,193,246,40,61,29,1866.0180141666413,241.11506795159096,67.96003918250835,47643.905134844696,5122,356.7972289411366
Female,51+,PhD,Business,LinkedIn,Business,Art-Drawing,97,126.6656021070651,200,221,48,71,31,1436.1812901038,395.594687509436,8.361346903152633,43131.63081554034,4993,2058.9827215573755
Female,46-51,High School,Engineering,Instagram,Non-Profit,Other,105,107.09885983717086,201,273,65,49,33,1941.6554547605401,366.8172288178973,58.529564038226,32666.92094147307,5096,1764.5711483612004
Other,20-26,None,Engineering,TikTok,Business,Educational,100,135.68452613980628,182,238,36,63,30,1850.5006338594933,272.6524671971853,26.918989119471814,20801.332828660023,4964,4196.421699448859
Female,46-51,MD,Other,Facebook,Business,Animation,92,109.60316886879399,197,283,41,52,24,679.2791687852311,319.4702432539956,92.5845948733657,32635.11498059049,5120,2028.9039154690179
Other,34-38,PhD,Science,TikTok,Influencer,Travel,108,132.87340395387338,212,265,60,54,35,1592.4626433245521,204.04278126495313,28.97508887789536,33497.72926471439,4978,1285.3836872589181
Male,51+,High School,Social Sciences,YouTube,Non-Profit,Handmade Craft,91,143.88142722257254,204,243,57,75,28,954.6417077324314,211.44127287567136,39.84406948623066,44573.39420318957,4982,2115.1869776067538
Male,39-45,PhD,Social Sciences,TikTok,Other,Singing,80,103.96213504042879,204,249,51,56,37,1570.5641755983775,297.84429662662046,84.06791111545809,0.0,5040,1328.1419932276576
Male,<12,MD,Social Sciences,Twitter,Business,Art-Drawing,99,96.83524589455544,186,248,49,55,29,1206.9602967888086,374.7474212032141,43.82745825467943,8551.946399768767,4990,581.1053861249832
Male,46-51,MD,Business,Twitter,Influencer,Art-Drawing,122,134.29098469408018,185,251,39,65,27,2416.8043292139587,266.64901707916215,23.841225179491843,33544.54985604624,5045,2412.032486749655
Other,34-38,Bachelor,Social Sciences,TikTok,Non-Profit,Singing,97,80.36700957856712,188,243,44,70,34,2831.713688738325,238.3542541868755,54.75443208942971,34990.95736635805,5056,2007.691710120581
Female,20-26,High School,Engineering,Twitter,Non-Profit,Educational,95,153.34994264676186,199,285,47,64,33,1377.6095266376929,276.92784587267823,83.9991195649982,16991.615873882176,5035,2993.1757358184186
Male,20-26,MD,Business,YouTube,Personal,Singing,110,120.32887851350925,216,250,55,56,13,1549.4792970819096,382.86168989062526,43.31776120046524,35359.16870645108,5015,3456.0117875985798
Female,<12,Bachelor,Arts,Instagram,Personal,Animation,106,116.55724794304905,187,244,40,57,28,357.46106878362434,164.8164868959623,13.288848920486762,40175.33564858449,5045,3889.331280903575
Other,27-33,Bachelor,Social Sciences,Twitter,Business,Singing,79,136.38047755053677,201,233,57,65,39,677.8543569081627,386.1349022124957,38.30869131145168,27079.36649647319,5016,2229.723511484214
Other,46-51,PhD,Social Sciences,Twitter,Personal,Art-Drawing,105,134.5186356126629,200,265,48,64,28,1693.1006499708283,351.197517035673,95.44751330941914,51443.335695097674,4894,2691.539813824949
Other,51+,PhD,Arts,TikTok,Business,Singing,113,120.19554224936721,219,281,42,56,25,1483.8170811940624,164.34247878607064,7.20216203657722,54246.6663304707,4999,2281.5590983420425
Male,13-19,Bachelor,Social Sciences,YouTube,Other,Handmade Craft,100,146.35849231805742,219,260,45,66,34,1710.6445108993012,276.47288252318725,40.84451724480198,31826.771678894605,4871,0.0
Female,20-26,PhD,Arts,Other,Business,Travel,96,99.82835083949243,196,265,50,63,29,1100.986679977761,363.60716645231383,64.80287939401654,42613.086145493435,5127,3235.995394986698
Female,51+,MD,Business,Other,Personal,Animation,105,141.37069479880876,208,244,58,64,23,1651.33198897918,108.95500160182834,7.851772621182285,4554.573172192242,5089,2545.815987424428
Female,51+,None,Engineering,Other,Other,Singing,92,87.64129584992774,195,238,46,58,36,235.25018601276315,196.46781482999705,34.49525470030681,46100.56978521765,5082,2559.2503860233546
Other,39-45,MD,Arts,Other,Personal,Art-Drawing,100,135.319469731954,202,293,33,61,15,1195.3907051754613,147.7087861522705,94.05783539402631,51989.79258954855,5024,1487.4243869021775
Male,51+,Bachelor,Science,Instagram,Business,Other,104,110.16380110599128,204,225,51,70,32,1733.2804841236577,242.2019047195761,3.063569220614326,14768.950539246416,5043,1357.0340231668906
Other,51+,Bachelor,Arts,TikTok,Influencer,Travel,102,80.66741812892428,198,264,53,56,31,2348.2838080420165,403.7731899340562,75.1741879505943,39250.83535369524,4968,1932.0102723278387
Other,39-45,MD,Social Sciences,TikTok,Non-Profit,Animation,108,127.69928451433118,213,236,44,75,38,1441.5118716744648,379.8264494630907,84.13749661359961,1896.7571563135243,4944,2557.925083874644
Female,20-26,PhD,Business,LinkedIn,Personal,Art-Drawing,113,118.96720520547812,201,257,61,66,33,1794.9139329673076,249.45925938252202,27.70607254177502,18198.407073686994,4973,47.69600807075199
Other,51+,PhD,Other,YouTube,Business,Educational,97,73.71823471553614,191,262,45,60,34,1165.3170061851472,402.8940957528092,21.471436951981225,22195.1849496265,4940,2202.189641333218
Female,27-33,Bachelor,Business,Other,Other,Handmade Craft,97,56.59003372320808,198,248,41,61,34,1721.7932211324714,366.34014686665506,91.48208935862071,7878.704903234553,5041,3688.4927753645534
Male,27-33,High School,Other,Instagram,Personal,Educational,101,115.43208499747516,201,221,53,72,37,1253.04426443156,427.51291979471785,76.40016954807244,26430.14536753887,4995,1868.6641737359403
Female,34-38,PhD,Arts,YouTube,Personal,Handmade Craft,101,168.54677882105483,189,241,55,65,28,2477.3505246038994,291.1454095656857,11.33807096070023,25440.575583169077,5125,20.439232576751465
Male,39-45,MD,Engineering,Other,Non-Profit,Singing,98,129.63045024617733,178,211,49,63,18,1335.5659208168943,353.9077097466261,21.219725551640288,39251.652850750914,4960,1811.3063627469367
Female,34-38,PhD,Science,Instagram,Business,Animation,111,99.95090289856667,188,270,44,65,13,1415.0756872870732,637.1820814416769,62.13551549925545,7291.533518662622,5104,2294.837880813768
Other,39-45,MD,Business,YouTube,Influencer,Singing,106,152.4560854706357,213,260,56,68,26,1887.0773788529232,269.0426573832741,41.94169288968924,39350.141321966774,4931,2376.0878148310508
Other,46-51,Bachelor,Social Sciences,TikTok,Other,Handmade Craft,106,147.21670853623675,205,248,47,67,35,1751.2227472517745,293.5017954852881,50.41743704378998,18162.47794006831,5009,2154.7382163821344
Male,46-51,PhD,Other,TikTok,Business,Handmade Craft,108,158.14737233968157,181,251,48,72,25,1317.2829414354524,284.10978903879925,95.15424351022675,10822.327480916865,4978,3936.1971968418243
Male,51+,MD,Social Sciences,Facebook,Other,Handmade Craft,82,140.5169329302812,200,242,39,54,29,1704.9126664680387,290.94964514425635,42.02354631919739,27054.123902048887,5106,2140.881165782197
Male,13-19,Bachelor,Engineering,Twitter,Personal,Travel,95,146.57706969333623,188,241,55,64,37,972.6109131190887,355.8102813141066,88.1681995814269,41291.146638376376,4976,2191.9281184735614
Female,46-51,High School,Other,Other,Non-Profit,Art-Drawing,103,141.9332559303769,186,242,49,65,27,1613.1612688034127,305.8108661748985,66.07447186605732,22736.85573275603,5084,1430.8849727518095
Female,13-19,MD,Business,LinkedIn,Non-Profit,Animation,109,105.67485157750717,201,224,50,71,26,1774.6375128191337,163.51504407521395,12.161945871355616,37708.58894305893,5095,2944.3264138700056
Male,46-51,High School,Arts,YouTube,Influencer,Singing,105,70.88157781789215,196,227,52,49,21,1288.66342695587,301.8048871245559,74.45070366477196,34183.596009575514,4947,3697.078115490106
Other,<12,High School,Social Sciences,LinkedIn,Non-Profit,Singing,105,104.36593812620845,219,254,34,59,28,1315.0395506919178,247.36904762530204,52.020907395631475,77019.97997136945,5089,1371.8768521161096
Female,46-51,None,Engineering,Facebook,Personal,Educational,122,153.1481093100406,214,272,50,56,23,1185.2440046562444,127.14811740406446,22.50972503919886,25311.21585149887,4982,1891.35795136644
Female,34-38,PhD,Business,Twitter,Influencer,Handmade Craft,91,108.56967491716286,190,251,46,63,27,782.0605462532617,414.50322319451226,28.954932308229807,27502.641815854848,5071,0.0
Female,20-26,MD,Business,YouTube,Business,Other,109,115.63622846677931,212,244,63,67,29,1707.6048630021323,246.8135309977104,55.73324247507513,46618.83821275386,4997,1163.3924296892133
Male,51+,High School,Business,Instagram,Non-Profit,Handmade Craft,103,85.02645200560664,193,275,39,57,34,1262.4012749167512,338.33664695487204,60.170249014579305,29224.330508059928,4963,3969.3237489198273
Male,34-38,None,Business,Other,Influencer,Handmade Craft,99,103.46731283522331,212,285,55,59,36,1778.219109680052,0.0,96.817640402948,33764.79552871111,4865,1702.774124249551
Male,20-26,Bachelor,Other,Twitter,Personal,Other,91,119.72732499649722,203,241,48,65,24,1408.789934617436,349.8922015200146,85.47201364105933,3650.3064838903483,5078,2226.9850159302114
Male,27-33,MD,Business,TikTok,Other,Singing,108,134.7768653357626,192,250,55,55,26,1807.3978535059211,268.6586248822874,20.583928699527622,28171.263605666223,5093,1271.3744820025845
Male,34-38,High School,Social Sciences,Facebook,Other,Educational,115,106.24017098473,207,243,55,74,39,643.2093373755037,144.51518690496758,77.39920705671454,19423.537714068705,5012,2447.8186097000735
Other,27-33,PhD,Engineering,Twitter,Personal,Art-Drawing,96,104.14387723146903,188,250,53,62,29,926.9803386504217,244.80807204673675,0.8291808151645541,22807.38518129982,4805,1825.4664089268367
Other,13-19,None,Other,Other,Personal,Other,100,145.26526695446603,206,242,54,71,20,1079.0483021904831,231.3673801576472,12.9808461165144,33848.08063358648,5073,2410.931244428928
Male,13-19,High School,Business,Twitter,Other,Travel,118,129.7579957931467,200,251,59,57,35,2098.5270593406694,375.0675394627651,19.97004160662832,29176.363050656022,5099,2104.633302531617
Female,<12,PhD,Science,Other,Influencer,Animation,116,133.46017395576447,216,292,52,58,34,1701.5574444085628,309.0426844013753,59.71993526591379,41582.43551870538,4997,3443.3438486707173
Male,46-51,High School,Science,TikTok,Other,Other,111,165.8496175820511,204,249,62,66,31,1368.2443105208145,147.75107650884365,19.46850063001867,44309.75714709435,5049,2168.5024570513883
Other,34-38,MD,Engineering,YouTube,Personal,Art-Drawing,93,104.84776834768928,205,263,47,64,29,1261.2027584298673,343.8503869481841,36.527294203530715,27341.98903974983,5014,1165.6924760236466
Other,27-33,MD,Arts,Instagram,Non-Profit,Singing,91,118.52942488555095,203,231,55,71,29,1798.0509184048026,92.92576352710756,24.277978214207952,34492.20682387381,4944,1363.7846016484455
Female,20-26,MD,Arts,TikTok,Business,Travel,91,136.5347932326944,207,238,68,56,32,1205.4299407190142,187.49264447587626,33.74166243799633,0.0,5071,131.41375797220235
Other,13-19,None,Other,Instagram,Non-Profit,Travel,105,93.85477915025959,177,229,43,58,37,1867.800457496772,301.4652047124393,94.2451444734066,34718.705462311555,4961,2125.403360559045
Male,46-51,MD,Other,YouTube,Non-Profit,Travel,101,126.87149214756357,213,216,54,48,35,1392.8241443448971,237.57019302546195,99.73763525954301,45795.18609633638,5010,1936.4344152660442
Female,13-19,PhD,Other,Twitter,Personal,Handmade Craft,82,120.66589491777302,193,273,40,68,39,2146.5120643246537,419.17115359729496,68.57221062641092,16353.724894288192,5019,3513.3168996562054
Male,20-26,High School,Arts,Instagram,Other,Animation,95,203.3189823470737,185,281,55,57,34,1027.6846310602484,316.93225948610615,57.23078714556809,41332.64362469251,4985,827.1637023786091
Male,46-51,Bachelor,Science,Facebook,Influencer,Singing,100,122.9960850499522,200,224,47,77,27,1436.0128102035496,362.5958938248235,70.84478458162832,23220.3954208089,4956,1302.3833128448023
Female,46-51,PhD,Arts,Facebook,Non-Profit,Singing,85,154.70819296692997,196,269,47,70,42,1040.5304519180788,366.6739434830913,77.16522004189083,21349.712631376562,4996,1312.86353164676
Male,27-33,PhD,Social Sciences,Other,Other,Travel,99,144.89829641540527,194,265,49,52,33,2314.1010846460194,255.68669393975017,73.90127436095145,51362.817151240975,5068,1746.4182862984196
Other,27-33,MD,Business,TikTok,Influencer,Singing,111,85.30315190577036,202,241,53,56,25,1510.4289469076618,193.45794747154682,8.189252820000481,29506.585103283545,5044,739.0468603131233
Male,34-38,None,Other,YouTube,Non-Profit,Animation,83,73.53528486117901,204,259,54,76,35,996.326286417529,295.0053778654187,31.0293419286774,43002.23619195957,5193,1721.4817622375804
Female,34-38,High School,Science,Other,Influencer,Animation,89,127.41043816098882,194,266,61,57,21,1048.946912327541,386.72231756932615,34.343138178974975,710.7376746405535,4950,2018.7053128005653
Female,39-45,None,Engineering,TikTok,Other,Educational,96,157.72003986440865,205,265,55,54,29,1757.0249596242506,276.72327119075663,36.925447415014126,20852.449189916675,4871,2048.7812382977622
Female,51+,High School,Engineering,TikTok,Business,Other,91,128.63744458689524,216,253,53,49,21,590.7468401631718,359.0953827054888,34.431377865154204,40673.95204650216,4906,3273.369445265662
Male,39-45,High School,Business,Other,Other,Other,89,122.36555412051523,222,239,52,50,24,1410.889805499831,297.2755954656962,78.70922974503276,31866.141873864846,5056,1970.284717928454
Female,<12,None,Science,LinkedIn,Personal,Educational,100,111.4774004115225,195,248,56,66,29,1073.7854751287232,144.68460003170907,74.76046678843782,27242.000266376,5079,1946.4439559448733
Female,13-19,PhD,Arts,TikTok,Influencer,Art-Drawing,98,80.28116260210788,201,240,48,54,35,1420.177719857456,153.19145804299592,0.46003028926517864,39059.66538426329,4970,3145.138793620875
Male,34-38,High School,Arts,LinkedIn,Business,Other,90,91.18437847232963,195,231,58,63,23,1550.6230494119877,456.24734954008386,29.638152349471902,17529.670473973387,5078,1997.7498615849634
Other,27-33,None,Social Sciences,Facebook,Influencer,Animation,99,71.33058933480906,185,259,54,50,38,1450.7758669824668,183.2474871094192,62.36636477853256,48258.61376298697,4948,784.1895517493188
Male,20-26,High School,Social Sciences,Facebook,Influencer,Animation,91,86.90860202660247,208,268,58,59,31,1366.924300967527,236.24076288923732,12.026562198879953,26811.296400139076,4958,922.4984277787821
Female,27-33,Bachelor,Arts,TikTok,Non-Profit,Other,114,104.21975287711949,208,267,53,55,29,1582.7912925514265,391.7587047941933,7.119829448553238,17763.91242204696,5034,932.0295722015571
